"dutyName.x","hpid","hv2","hv3","hv6","hvec","hvgc","hvoc","hv10","hv11","hvctayn","hvmriayn","hvventiayn","mkioskty1","mkioskty2","mkioskty3","mkioskty4","mkioskty5","mkioskty6","mkioskty7","mkioskty8","mkioskty10","mkioskty11"
"의료법인강릉동인병원","A2200005",3.12002362545665,-0.3558543461537,-0.235418134712456,1.14016419803742,-0.363739986970536,-0.253657038979893,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,-0.664065438501428,0.550631354155313,-0.560463431391213,1.74789671895309
"강릉아산병원","A2200008",-0.359432650438592,0.1201388604536,0.641794676775625,0.653963388792582,-0.397473502799211,0.87853052894462,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,1.50106458494594,0.550631354155313,1.77853728894812,-0.570288336268592
"강원도삼척의료원","A2200007",-0.359432650438592,-0.3558543461537,-0.235418134712456,1.30223113445237,-1.19021112477307,-0.678227376951585,-0.654104290175114,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,-0.430131456646797,-1.16149022804027,0.0565233418944229,-0.963909131663789,0.585021950161129,-0.664065438501428,-1.81029486297637,-0.560463431391213,-0.570288336268592
"강원도속초의료원","A2200012",-0.359432650438592,-0.3558543461537,-0.235418134712456,1.46429807086732,-0.448073776542223,-0.536703930961021,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,-1.16149022804027,0.0565233418944229,-0.963909131663789,-1.70387642984429,-0.664065438501428,0.550631354155313,-0.560463431391213,-0.570288336268592
"의료법인보광의료재단속초보광병원","A2200046",-0.359432650438592,-0.3558543461537,-0.235418134712456,-0.3184382296971,-0.819142450657646,-0.395180484970457,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,-1.16149022804027,0.0565233418944229,-0.963909131663789,-1.70387642984429,-0.664065438501428,-1.81029486297637,-0.560463431391213,1.74789671895309
"강원도원주의료원","A2200015",-0.359432650438592,-0.3558543461537,-0.235418134712456,-0.966705975356889,1.05306767783381,-0.536703930961021,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,-1.16149022804027,0.0565233418944229,-0.963909131663789,0.585021950161129,1.50106458494594,0.550631354155313,-0.560463431391213,-0.570288336268592
"의료법인성지의료재단성지병원","A2200024",-0.359432650438592,-0.3558543461537,-0.235418134712456,-0.3184382296971,0.0747957188022375,-0.112133592989329,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,2.31744295009703,-1.16149022804027,0.0565233418944229,-0.963909131663789,0.585021950161129,-0.664065438501428,-1.81029486297637,-0.560463431391213,-0.570288336268592
"연세대학교 원주세브란스기독병원","A2200001",0.220476728877281,0.5961320670609,0.641794676775625,0.816030325207529,0.0916624767165749,1.16157742092575,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,1.50106458494594,0.550631354155313,1.77853728894812,1.74789671895309
"강원대학교병원","A2200009",-0.359432650438592,-0.3558543461537,0.641794676775625,0.653963388792582,0.968733888262121,0.595483636963492,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,-0.664065438501428,0.550631354155313,1.77853728894812,1.74789671895309
"한림대학교춘천성심병원","A2200013",-0.359432650438592,-0.3558543461537,-0.235418134712456,0.978097261622476,-0.734808661085959,0.312436744982364,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,-0.664065438501428,0.550631354155313,-0.560463431391213,-0.570288336268592
"근로복지공단태백병원","A2200004",-0.359432650438592,-0.3558543461537,-0.235418134712456,-0.156371293282153,-0.211939165741499,-0.678227376951585,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,-1.16149022804027,0.0565233418944229,-0.963909131663789,-1.70387642984429,-0.664065438501428,-1.81029486297637,-0.560463431391213,-0.570288336268592
"홍천아산병원","A2200014",-0.359432650438592,-0.3558543461537,-0.235418134712456,0.00569564313279376,-1.12274409311572,-0.678227376951585,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,0.858212224051981,0.0565233418944229,-0.963909131663789,0.585021950161129,-0.664065438501428,0.550631354155313,-0.560463431391213,-0.570288336268592
"횡성대성병원","A2200016",-0.359432650438592,-0.3558543461537,-0.235418134712456,0.00569564313279376,-0.937209756058008,-0.961274268932714,-0.654104290175114,-0.760889258654957,0.0565233418944229,0.253809727896375,0.0565233418944229,-0.585021950161129,-0.430131456646797,0.858212224051981,0.0565233418944229,-0.963909131663789,-1.70387642984429,-0.664065438501428,0.550631354155313,-0.560463431391213,-0.570288336268592
"의료법인명지의료재단명지병원","A2100042",-0.359432650438592,-0.3558543461537,-0.235418134712456,0.00569564313279376,0.378397361260311,0.1709132989918,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,2.31744295009703,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,1.50106458494594,0.550631354155313,1.77853728894812,1.74789671895309
"동국대학교일산불교병원","A2100047",-0.359432650438592,2.0241116868828,-0.235418134712456,0.491896452377635,1.23860201489152,0.453960190972928,1.52392382498245,1.31005281055375,0.0565233418944229,0.253809727896375,0.0565233418944229,1.70387642984429,-0.430131456646797,0.858212224051981,0.0565233418944229,1.03412767767903,0.585021950161129,-0.664065438501428,0.550631354155313,1.77853728894812,1.74789671895309
